,age,job,marital,education,balance,contact,day,month,duration,campaign,previous,poutcome,housing_new,loan_new,y
4719,35,1,1,3,4822,2,20,8,843,2,0,3,1,0,1
4720,49,9,2,1,0,2,20,8,484,2,0,3,1,0,0
4721,31,1,2,0,1097,2,20,8,485,3,0,3,1,0,0
4722,39,7,1,1,5731,2,20,8,175,2,0,3,1,0,0
4723,32,9,1,1,3067,2,20,8,138,2,0,3,1,0,0
4724,35,1,2,1,275,2,20,8,243,2,0,3,1,0,0
4725,38,1,1,1,526,2,20,8,919,2,0,3,1,0,0
4726,34,1,1,1,1831,2,20,8,203,2,0,3,1,0,0
4727,35,1,1,1,514,2,20,8,247,2,0,3,1,0,0
4728,34,0,1,1,50,2,20,8,89,2,0,3,1,0,0
4729,34,9,1,2,0,2,20,8,185,12,0,3,1,0,0
4730,27,9,2,1,8,2,20,8,777,3,0,3,1,0,0
4731,30,7,2,1,432,2,20,8,340,3,0,3,1,0,0
4732,32,1,1,1,2561,2,20,8,135,2,0,3,1,0,0
4733,30,9,2,1,659,2,20,8,241,3,0,3,1,0,0
4734,38,1,1,0,0,2,20,8,165,2,0,3,1,1,0
4735,31,1,1,1,897,2,20,8,26,2,0,3,1,0,0
4736,23,8,2,1,-116,2,20,8,109,6,0,3,1,0,0
4737,30,10,1,1,142,2,20,8,350,4,0,3,1,0,0
4738,56,7,1,1,530,2,20,8,51,7,0,3,1,0,0
4739,32,1,1,1,3514,2,20,8,226,2,0,3,1,0,0
4740,35,0,1,1,190,2,20,8,47,3,0,3,1,0,0
4741,40,1,1,0,236,2,20,8,167,2,0,3,1,0,0
4742,57,4,1,2,-871,2,20,8,214,10,0,3,0,0,0
4743,58,2,1,1,2429,2,20,8,446,7,0,3,0,1,0
4744,32,9,1,2,514,2,20,8,414,2,0,3,1,0,0
4745,38,10,1,1,565,2,20,8,153,2,0,3,1,0,0
4746,50,1,1,0,2610,2,20,8,181,6,0,3,1,1,0
4747,30,1,2,1,178,2,20,8,747,5,0,3,1,0,0
4748,34,1,1,3,1117,2,20,8,214,1,0,3,1,0,0
4749,30,9,0,1,4,2,20,8,270,1,0,3,1,0,0
4750,38,11,1,3,124,2,20,8,37,13,0,3,1,0,0
4751,55,1,1,0,2144,2,20,8,129,8,0,3,1,0,0
4752,31,7,2,2,1025,2,20,8,72,3,0,3,0,0,0
4753,41,1,1,0,1250,2,20,8,1392,2,0,3,1,0,1
4754,38,0,1,3,28,2,20,8,725,1,0,3,0,0,0
4755,49,4,1,1,543,2,20,8,213,3,0,3,1,0,0
4756,26,1,2,1,972,2,20,8,177,10,0,3,1,0,0
4757,60,1,1,0,674,2,20,8,273,4,0,3,1,0,0
4758,57,1,1,1,258,2,20,8,480,4,0,3,1,0,0
4759,37,1,2,3,3044,2,20,8,152,1,0,3,1,0,0
4760,39,1,1,0,-197,2,20,8,204,2,0,3,1,0,0
4761,39,1,1,3,1096,2,20,8,246,3,0,3,0,0,0
4762,57,7,0,1,739,2,20,8,352,5,0,3,1,0,0
4763,35,1,1,1,274,2,20,8,190,1,0,3,1,0,0
4764,30,1,1,1,1445,2,20,8,140,1,0,3,1,0,0
4765,31,1,1,1,3311,2,20,8,719,1,0,3,1,0,1
4766,32,1,1,1,157,2,20,8,315,1,0,3,1,0,0
4767,30,7,2,3,347,2,21,8,225,1,0,3,1,0,0
4768,32,4,2,2,-345,2,21,8,74,1,0,3,1,0,0
4769,36,9,1,1,8119,2,21,8,24,1,0,3,0,0,0
4770,34,1,1,1,120,2,21,8,369,1,0,3,1,0,0
4771,39,1,1,0,5,2,21,8,167,1,0,3,1,0,0
4772,42,4,1,2,2309,2,21,8,64,3,0,3,1,0,0
4773,33,0,2,1,892,2,21,8,151,1,0,3,1,0,0
4774,32,9,1,1,641,2,21,8,336,1,0,3,1,0,0
4775,35,1,1,0,2730,2,21,8,65,1,0,3,1,0,0
4776,38,1,1,1,1663,2,21,8,93,1,0,3,1,0,0
4777,39,1,1,0,1966,2,21,8,181,1,0,3,1,0,0
4778,54,5,0,2,6102,2,21,8,86,6,0,3,1,1,0
4779,38,9,1,2,1092,2,21,8,317,1,0,3,1,0,0
4780,33,7,1,2,1349,2,21,8,120,1,0,3,1,0,0
4781,34,4,2,2,2015,2,21,8,388,1,0,3,0,0,0
4782,32,0,2,1,2146,2,21,8,422,2,0,3,1,0,0
4783,32,4,1,2,2976,2,21,8,174,1,0,3,1,0,0
4784,37,0,0,1,3834,2,21,8,72,1,0,3,1,0,0
4785,36,7,1,1,393,2,21,8,126,1,0,3,1,1,0
4786,32,1,1,0,-457,2,21,8,288,1,0,3,1,1,0
4787,34,1,0,1,0,2,21,8,339,1,0,3,0,1,0
4788,34,4,1,2,363,2,21,8,171,5,0,3,0,0,0
4789,39,4,2,2,4025,2,21,8,162,1,0,3,1,1,0
4790,42,1,1,0,714,2,21,8,18,28,0,3,1,0,0
4791,33,10,1,1,438,2,21,8,129,1,0,3,1,1,0
4792,40,4,2,0,858,2,21,8,173,1,0,3,1,0,0
4793,35,1,1,1,592,2,21,8,74,1,0,3,1,0,0
4794,38,7,1,1,-224,2,21,8,222,1,0,3,1,1,0
4795,39,4,1,2,151,2,21,8,692,1,0,3,1,0,0
4796,31,7,1,1,289,2,21,8,262,2,0,3,1,0,0
4797,38,9,1,1,821,2,21,8,78,1,0,3,1,1,0
4798,58,9,1,1,8153,2,21,8,134,5,0,3,1,0,0
4799,33,7,1,1,57,2,21,8,323,1,0,3,1,1,0
4800,34,1,2,1,558,2,21,8,43,1,0,3,1,0,0
4801,34,7,2,1,1701,2,21,8,245,1,0,3,1,0,0
4802,37,0,2,2,-898,2,21,8,482,1,0,3,1,0,0
4803,38,0,1,1,1073,2,21,8,207,2,0,3,1,0,0
4804,34,4,0,2,5754,2,21,8,56,1,0,3,1,0,0
4805,34,1,1,0,-167,2,21,8,201,1,0,3,1,0,0
4806,39,1,1,0,4146,2,21,8,353,1,0,3,1,1,0
4807,35,2,2,2,-15,2,21,8,554,3,0,3,1,0,0
4808,36,0,2,2,3954,2,21,8,432,1,0,3,1,0,0
4809,31,4,1,1,8629,2,21,8,27,2,0,3,1,0,0
4810,30,9,1,1,1168,2,21,8,361,1,0,3,1,1,0
4811,35,0,1,1,498,2,21,8,248,1,0,3,1,0,0
4812,35,9,0,1,0,2,21,8,162,1,0,3,0,0,0
4813,31,1,2,0,216,2,21,8,565,1,0,3,1,0,1
4814,38,4,2,2,1746,2,21,8,139,1,0,3,1,0,0
4815,36,9,2,1,1053,2,21,8,147,1,0,3,1,0,0
4816,36,8,2,2,687,2,21,8,287,3,0,3,1,0,0
4817,33,1,2,1,2764,2,21,8,118,1,0,3,1,0,0
4818,34,1,1,1,1207,2,21,8,905,1,0,3,1,0,1
4819,32,4,1,2,0,2,21,8,91,1,0,3,1,0,0
4820,39,1,0,3,528,2,21,8,111,5,0,3,1,0,0
4821,33,4,1,2,3090,2,21,8,162,1,0,3,1,0,0
4822,38,9,0,2,-530,2,21,8,236,1,0,3,1,0,0
4823,41,4,1,2,666,2,21,8,253,3,0,3,1,0,0
4824,38,9,1,1,0,2,21,8,73,1,0,3,1,0,0
4825,35,1,2,1,470,2,21,8,123,1,0,3,1,0,0
4826,39,9,1,1,597,2,21,8,298,2,0,3,1,0,0
4827,40,1,1,0,1136,2,21,8,86,1,0,3,1,0,0
4828,38,1,1,1,620,2,21,8,420,1,0,3,1,1,0
4829,33,1,2,1,17,2,21,8,288,1,0,3,1,0,0
4830,34,7,1,1,12,2,21,8,164,1,0,3,0,0,0
4831,28,2,2,2,135,2,21,8,195,1,0,3,1,0,0
4832,36,7,1,1,5024,2,21,8,139,1,0,3,0,0,0
4833,34,9,2,1,1161,2,21,8,192,1,0,3,1,0,0
4834,39,9,1,1,3528,2,21,8,226,1,0,3,1,0,0
4835,32,9,1,1,791,2,21,8,783,2,0,3,1,0,1
4836,38,4,1,3,546,2,21,8,264,2,0,3,1,0,0
4837,39,1,1,1,804,2,21,8,166,1,0,3,1,0,0
4838,30,9,2,1,908,2,21,8,27,1,0,3,1,0,0
4839,31,1,2,1,6982,2,21,8,353,1,0,3,1,0,0
4840,37,9,0,1,1176,2,21,8,282,2,0,3,0,1,0
4841,36,0,1,1,0,2,21,8,117,1,0,3,0,0,0
4842,34,1,1,1,528,2,21,8,85,1,0,3,1,0,0
4843,37,0,1,3,734,2,21,8,1106,1,0,3,1,0,0
4844,31,9,2,1,109,2,21,8,419,1,0,3,1,0,0
4845,48,6,1,1,4746,2,21,8,32,11,0,3,1,0,0
4846,31,7,1,1,11512,2,21,8,179,1,0,3,1,0,0
4847,34,7,1,1,0,2,21,8,872,5,0,3,1,0,0
4848,36,7,1,1,115,2,21,8,114,1,0,3,0,0,0
4849,36,4,2,2,808,2,21,8,52,1,0,3,0,0,0
4850,35,4,2,2,-289,2,21,8,490,1,0,3,1,0,0
4851,35,6,1,2,35368,2,21,8,63,1,0,3,1,0,0
4852,33,7,2,1,189,2,21,8,27,10,0,3,0,0,0
4853,26,1,1,0,0,2,21,8,425,1,0,3,1,0,0
4854,37,2,1,2,1110,2,21,8,189,2,0,3,1,0,0
4855,32,9,1,3,102,2,21,8,12,11,0,3,1,0,0
4856,33,4,1,1,56,2,21,8,255,1,0,3,1,0,0
4857,34,1,1,1,405,2,21,8,103,1,0,3,1,0,0
4858,36,4,1,1,873,2,21,8,210,1,0,3,1,0,0
4859,36,9,2,1,656,2,21,8,261,1,0,3,0,0,0
4860,41,9,1,1,2490,2,21,8,115,2,0,3,1,0,0
4861,33,0,2,1,1437,2,21,8,641,1,0,3,1,0,0
4862,35,4,2,2,6659,2,21,8,83,1,0,3,1,0,0
4863,30,9,1,2,1126,2,21,8,370,1,0,3,1,0,0
4864,34,1,2,1,3773,2,21,8,287,1,0,3,1,0,0
4865,34,6,2,2,1129,2,21,8,103,2,0,3,1,0,0
4866,36,4,1,2,849,2,21,8,958,2,0,3,1,1,1
4867,30,7,1,1,675,2,21,8,232,1,0,3,1,0,0
4868,36,0,2,1,98,2,21,8,68,1,0,3,1,0,0
4869,31,1,1,1,1914,2,21,8,192,1,0,3,1,0,0
4870,34,7,1,1,1270,2,21,8,494,3,0,3,1,0,0
4871,30,2,1,0,-98,2,21,8,166,7,0,3,1,0,0
4872,33,1,1,0,256,2,21,8,151,2,0,3,1,0,0
4873,31,1,1,1,435,2,21,8,204,1,0,3,1,0,0
4874,37,10,1,0,7005,2,21,8,217,1,0,3,1,0,0
4875,38,7,2,0,471,2,21,8,180,1,0,3,1,0,0
4876,33,1,1,1,467,2,21,8,494,2,0,3,1,0,0
4877,32,1,1,0,323,2,21,8,530,2,0,3,1,0,0
4878,34,4,2,2,0,2,21,8,759,1,0,3,1,0,0
4879,31,4,1,2,1343,2,21,8,85,1,0,3,1,1,0
4880,51,1,0,1,44,2,21,8,137,2,0,3,0,0,0
4881,30,1,1,0,453,2,21,8,445,2,0,3,1,0,0
4882,35,2,1,1,350,2,21,8,345,1,0,3,1,0,0
4883,32,9,1,1,2693,2,21,8,16,1,0,3,1,0,0
4884,31,1,1,1,1243,2,21,8,32,1,0,3,1,0,0
4885,34,9,1,1,883,2,21,8,648,1,0,3,1,0,0
4886,33,1,2,0,599,2,21,8,29,1,0,3,1,0,0
4887,31,1,1,1,3176,2,21,8,220,1,0,3,1,0,0
4888,33,9,2,1,49,2,21,8,151,1,0,3,0,0,0
4889,36,1,0,0,3202,2,21,8,290,2,0,3,1,0,0
4890,33,9,2,1,2660,2,21,8,121,1,0,3,1,0,0
4891,59,5,1,0,41,2,21,8,717,3,0,3,1,1,0
4892,35,1,1,1,-557,2,21,8,249,1,0,3,1,1,0
4893,33,4,1,2,741,2,21,8,228,1,0,3,0,0,0
4894,32,9,2,1,930,2,21,8,122,1,0,3,1,0,0
4895,23,1,2,1,9,2,21,8,544,1,0,3,1,0,0
4896,33,1,1,1,1624,2,21,8,951,2,0,3,1,1,0
4897,30,1,2,1,239,2,21,8,412,1,0,3,1,0,1
4898,31,0,2,1,626,2,21,8,211,1,0,3,1,0,0
4899,25,7,2,1,-268,2,21,8,264,1,0,3,1,0,0
4900,37,9,2,2,178,2,21,8,97,1,0,3,1,0,0
4901,34,0,1,1,1671,2,21,8,160,1,0,3,0,0,0
4902,29,1,0,1,-300,2,21,8,192,1,0,3,0,0,0
4903,35,9,2,2,1362,2,21,8,230,1,0,3,1,0,0
4904,31,9,0,2,2287,2,21,8,97,1,0,3,1,0,0
4905,33,1,1,0,141,2,21,8,578,2,0,3,1,0,0
4906,31,9,1,2,4315,2,21,8,359,1,0,3,1,0,0
4907,28,7,2,3,-70,2,21,8,244,1,0,3,1,1,0
4908,33,9,1,1,1630,2,21,8,111,1,0,3,1,0,0
4909,35,9,1,1,569,2,21,8,487,5,0,3,1,0,0
4910,34,4,2,2,0,2,21,8,311,1,0,3,1,0,0
4911,30,1,2,0,546,2,21,8,396,1,0,3,1,0,0
4912,32,9,2,1,287,2,21,8,59,8,0,3,1,0,0
4913,37,7,1,1,-954,2,21,8,111,3,0,3,1,0,0
4914,35,2,1,2,280,2,21,8,502,1,0,3,1,0,0
4915,57,5,1,1,1408,2,21,8,202,6,0,3,0,0,0
4916,37,9,2,1,1211,2,21,8,795,1,0,3,1,0,1
4917,27,1,1,1,1600,2,21,8,135,1,0,3,1,0,0
4918,39,1,1,0,774,2,21,8,29,1,0,3,1,0,0
4919,33,4,1,2,188,2,21,8,136,1,0,3,1,0,0
4920,34,7,2,1,1157,2,21,8,103,2,0,3,1,0,0
4921,40,1,2,1,1066,2,21,8,171,1,0,3,1,0,0
4922,31,1,1,1,932,2,21,8,229,2,0,3,1,0,0
4923,32,1,2,0,557,2,21,8,112,2,0,3,1,0,0
4924,31,4,1,2,1260,2,21,8,93,1,0,3,0,1,0
4925,35,4,2,2,1045,2,21,8,61,1,0,3,1,0,0
4926,38,1,2,0,350,2,21,8,35,1,0,3,1,0,0
4927,48,9,0,2,-136,2,21,8,7,12,0,3,1,0,0
4928,37,7,1,1,405,2,21,8,51,2,0,3,1,0,0
4929,45,0,1,1,373,2,21,8,17,7,0,3,1,0,0
4930,27,1,2,1,0,2,21,8,504,1,0,3,1,0,0
4931,33,0,1,1,2228,2,21,8,726,1,0,3,1,0,0
4932,31,1,2,1,58,2,21,8,542,1,0,3,1,0,0
4933,33,1,1,1,932,2,21,8,226,1,0,3,1,0,0
4934,36,10,1,1,-872,2,21,8,153,1,0,3,1,1,0
4935,37,9,1,1,1450,2,21,8,112,1,0,3,1,1,0
4936,37,1,2,1,2032,2,21,8,158,2,0,3,1,0,0
4937,32,9,2,2,0,2,21,8,250,2,0,3,1,0,0
4938,30,7,1,2,1380,2,21,8,294,2,0,3,1,0,0
4939,37,9,1,1,5729,2,21,8,303,3,0,3,1,0,0
4940,34,9,2,1,951,2,21,8,343,1,0,3,1,0,0
4941,54,4,0,2,487,2,21,8,828,4,0,3,1,0,1
4942,36,0,1,1,957,2,21,8,206,1,0,3,1,0,0
4943,39,5,1,2,855,2,21,8,786,2,0,3,1,0,0
4944,36,4,1,2,502,2,21,8,509,1,0,3,1,0,0
4945,37,1,1,0,204,2,21,8,161,4,0,3,1,0,0
4946,49,1,0,0,2262,2,21,8,125,3,0,3,1,0,0
4947,31,0,1,1,8784,2,21,8,63,2,0,3,1,0,0
4948,36,1,1,0,599,2,21,8,649,2,0,3,1,0,1
4949,31,7,1,1,525,2,21,8,159,1,0,3,1,1,0
4950,29,0,1,1,688,2,21,8,211,1,0,3,1,0,0
4951,34,4,2,2,1350,2,21,8,68,1,0,3,1,0,0
4952,32,9,1,1,1830,2,21,8,293,1,0,3,1,0,0
4953,31,9,2,2,1887,2,21,8,389,1,0,3,0,1,0
4954,37,1,2,1,13156,2,21,8,240,1,0,3,1,0,0
4955,34,1,1,1,622,2,21,8,145,1,0,3,1,0,0
4956,35,4,1,2,1336,2,21,8,59,2,0,3,0,0,0
4957,32,1,2,1,1067,2,21,8,39,2,0,3,1,0,0
4958,35,2,2,1,12961,2,21,8,272,2,0,3,1,0,0
4959,31,9,1,1,141,2,21,8,140,2,0,3,1,0,0
4960,41,4,2,2,1216,2,21,8,53,3,0,3,1,0,0
4961,31,7,1,1,891,2,21,8,44,3,0,3,1,0,0
4962,32,1,1,0,131,2,21,8,212,2,0,3,1,0,0
4963,33,9,1,0,5,2,21,8,57,2,0,3,0,0,0
4964,52,1,1,1,289,2,21,8,45,13,0,3,1,0,0
4965,32,1,2,1,15341,2,21,8,738,3,0,3,0,0,0
4966,32,9,1,1,901,2,21,8,102,3,0,3,1,0,0
4967,32,2,1,2,4465,2,21,8,161,2,0,3,1,0,0
4968,34,0,1,1,1191,2,21,8,383,2,0,3,1,0,0
4969,35,9,2,2,458,2,21,8,1091,3,0,3,1,0,0
4970,36,4,2,2,1869,2,21,8,122,2,0,3,1,0,0
4971,37,6,1,2,2084,2,21,8,137,2,0,3,1,0,0
4972,32,9,1,1,1389,2,21,8,189,2,0,3,1,0,0
4973,34,4,1,2,0,2,21,8,88,2,0,3,1,0,0
4974,27,7,1,1,1303,2,21,8,364,1,0,3,1,1,0
4975,33,4,1,2,11149,2,21,8,418,2,0,3,1,0,0
4976,36,4,1,3,-35,2,21,8,17,2,0,3,1,1,0
4977,37,1,1,0,3242,2,21,8,233,1,0,3,1,0,0
4978,32,1,2,1,435,2,21,8,373,2,0,3,1,0,0
4979,32,1,2,1,2696,2,21,8,445,1,0,3,1,0,0
4980,29,1,2,1,0,2,21,8,623,1,0,3,0,0,0
4981,34,1,1,0,218,2,21,8,260,1,0,3,1,1,0
4982,33,6,0,1,892,2,21,8,316,1,0,3,1,0,0
4983,31,9,1,2,1410,2,21,8,42,1,0,3,1,0,0
4984,32,1,2,1,1721,2,21,8,650,2,0,3,1,0,0
4985,31,0,2,2,1583,2,21,8,207,1,0,3,1,0,0
4986,33,9,2,1,296,2,21,8,226,1,0,3,1,0,0
4987,38,4,1,2,216,2,21,8,1307,1,0,3,1,0,0
4988,35,1,1,1,463,2,21,8,104,1,0,3,1,0,0
4989,37,4,1,2,547,2,21,8,143,1,0,3,1,1,0
4990,42,9,0,1,2974,2,21,8,187,5,0,3,1,0,0
4991,34,6,1,1,-370,2,21,8,748,1,0,3,1,0,0
4992,32,4,1,1,6217,2,21,8,486,2,0,3,1,1,0
4993,28,0,1,1,170,2,21,8,492,1,0,3,1,1,0
4994,29,4,1,1,-559,2,21,8,485,1,0,3,1,1,0
4995,21,8,2,1,232,2,21,8,110,2,0,3,1,0,0
4996,31,4,2,2,385,2,21,8,304,1,0,3,1,0,0
4997,34,1,1,1,5304,2,21,8,51,2,0,3,1,0,0
4998,35,4,2,2,71,2,21,8,836,12,0,3,1,0,0
4999,32,9,2,3,317,2,21,8,394,2,0,3,1,0,0
5000,32,4,2,2,728,2,21,8,125,1,0,3,1,0,0
5001,38,7,1,2,-121,2,21,8,288,1,0,3,1,0,0
5002,29,4,2,2,330,2,21,8,315,1,0,3,1,0,0
5003,31,4,2,2,825,2,21,8,506,2,0,3,1,0,1
5004,36,4,2,2,247,2,21,8,354,5,0,3,0,0,0
5005,30,9,0,1,3100,2,21,8,154,4,0,3,1,0,0
5006,33,6,1,2,1301,2,21,8,184,2,0,3,1,0,0
5007,32,1,1,0,29050,2,21,8,563,2,0,3,1,1,0
5008,27,1,2,1,1279,2,21,8,450,1,0,3,1,1,0
5009,38,6,1,2,585,2,21,8,34,3,0,3,1,0,0
5010,38,4,1,2,63,2,21,8,518,1,0,3,1,0,0
5011,28,10,1,1,858,2,21,8,371,1,0,3,1,0,0
5012,40,7,0,1,0,2,21,8,111,4,0,3,0,0,0
5013,34,7,2,1,581,2,21,8,176,4,0,3,1,0,0
5014,28,9,2,1,2034,2,21,8,196,1,0,3,1,0,0
5015,35,9,1,1,1,2,21,8,85,1,0,3,1,1,0
5016,38,6,2,1,1146,2,21,8,91,2,0,3,1,0,0
5017,34,9,2,1,1091,2,21,8,252,2,0,3,1,0,0
5018,43,3,1,1,-177,2,21,8,172,2,0,3,1,0,0
5019,30,4,1,2,527,2,21,8,265,1,0,3,1,1,0
5020,31,7,2,1,481,2,21,8,114,2,0,3,1,0,0
5021,29,0,2,1,5711,2,21,8,899,1,0,3,1,1,0
5022,31,4,1,2,1755,2,21,8,588,2,0,3,1,0,0
5023,25,1,2,1,491,2,21,8,393,1,0,3,1,0,0
5024,27,9,1,1,2183,2,21,8,857,1,0,3,1,1,1
5025,34,9,2,2,299,2,21,8,205,2,0,3,1,0,0
5026,39,1,2,1,1961,2,21,8,216,1,0,3,0,0,0
5027,38,4,1,2,126,2,21,8,164,2,0,3,1,0,0
5028,27,4,2,1,967,2,21,8,162,1,0,3,1,0,0
5029,28,4,1,2,395,2,21,8,178,1,0,3,0,0,0
5030,33,9,2,1,239,2,21,8,127,1,0,3,1,0,0
5031,48,1,0,0,338,2,21,8,38,12,0,3,1,0,0
5032,32,1,1,0,885,2,21,8,127,2,0,3,1,0,0
5033,32,1,1,1,564,2,21,8,660,1,0,3,1,0,0
5034,34,5,1,0,4499,2,21,8,1681,1,0,3,0,0,1
5035,34,7,1,1,603,2,21,8,1409,3,0,3,1,1,0
5036,35,9,1,1,-29,2,21,8,208,3,0,3,1,1,0
5037,32,1,1,1,-325,2,21,8,171,1,0,3,1,1,0
5038,31,7,1,1,428,2,21,8,272,1,0,3,1,0,0
5039,32,1,1,1,0,2,21,8,143,2,0,3,1,1,0
5040,28,1,2,0,722,2,21,8,150,1,0,3,1,0,0
5041,33,4,2,2,541,2,21,8,572,1,0,3,1,1,0
5042,30,7,1,1,702,2,21,8,573,1,0,3,1,0,0
5043,39,9,1,1,4444,2,21,8,244,1,0,3,1,0,0
5044,57,1,1,0,42,2,21,8,384,3,0,3,1,0,0
5045,39,7,1,1,0,2,21,8,240,3,0,3,1,1,0
5046,24,7,2,1,-148,2,21,8,641,1,0,3,1,0,0
5047,34,4,2,2,1717,2,21,8,269,2,0,3,1,0,0
5048,32,7,0,1,1156,2,21,8,488,1,0,3,1,0,0
5049,32,4,1,2,1330,2,21,8,83,1,0,3,1,0,0
5050,33,1,1,0,754,2,21,8,811,2,0,3,1,0,0
5051,58,2,1,2,7198,2,21,8,44,5,0,3,1,0,0
5052,32,7,2,1,-198,2,21,8,681,3,0,3,1,0,1
5053,28,10,1,2,264,2,21,8,443,2,0,3,1,0,0
5054,32,1,2,1,5252,2,21,8,1162,2,0,3,1,0,0
5055,30,9,2,2,1289,2,21,8,1697,2,0,3,1,0,1
5056,28,1,1,1,-114,2,21,8,244,2,0,3,1,0,0
5057,32,9,2,2,4665,2,21,8,860,2,0,3,1,0,1
5058,37,1,1,0,5643,2,21,8,295,1,0,3,1,0,0
5059,29,1,2,1,445,2,21,8,139,2,0,3,1,0,0
5060,34,4,2,2,2412,2,21,8,154,2,0,3,1,0,0
5061,28,7,2,1,348,2,21,8,86,2,0,3,1,0,0
5062,36,0,0,1,775,2,21,8,65,3,0,3,1,0,0
5063,37,1,2,3,-114,2,21,8,113,2,0,3,1,0,0
5064,35,4,1,2,1631,2,21,8,83,2,0,3,1,0,0
5065,33,9,2,1,313,2,21,8,291,2,0,3,1,0,0
5066,34,2,2,1,0,2,21,8,394,2,0,3,1,1,0
5067,35,1,1,0,3468,2,21,8,72,3,0,3,1,0,0
5068,24,1,2,1,171,2,21,8,151,2,0,3,1,0,0
5069,35,1,1,0,453,2,21,8,312,2,0,3,1,0,0
5070,40,1,1,0,558,2,21,8,56,3,0,3,1,1,0
5071,32,4,2,2,1373,2,21,8,474,2,0,3,1,0,0
5072,38,1,2,0,-100,2,21,8,189,2,0,3,1,0,0
5073,35,9,1,1,432,2,21,8,1094,55,0,3,1,0,0
5074,39,0,1,1,1985,2,21,8,155,4,0,3,1,0,0
5075,34,1,1,1,223,2,21,8,91,3,0,3,1,0,0
5076,33,4,1,2,2308,2,21,8,232,2,0,3,1,0,0
5077,36,6,2,2,4752,2,21,8,446,2,0,3,1,0,0
5078,52,0,1,1,1933,2,21,8,153,4,0,3,1,0,0
5079,58,5,1,1,1402,2,21,8,111,5,0,3,1,0,0
5080,39,1,1,1,5853,2,21,8,210,2,0,3,1,0,0
5081,26,7,2,1,186,2,21,8,72,3,0,3,1,0,0
5082,34,1,1,1,1739,2,21,8,213,2,0,3,1,1,0
5083,38,2,1,2,6704,2,21,8,205,2,0,3,1,0,0
5084,35,1,1,0,1176,2,21,8,166,2,0,3,1,0,0
5085,30,7,2,1,-838,2,21,8,142,2,0,3,1,0,0
5086,33,4,2,2,28,2,21,8,237,2,0,3,1,0,0
5087,38,6,1,1,-165,2,21,8,230,2,0,3,1,0,0
5088,31,0,0,1,2294,2,21,8,96,2,0,3,1,0,0
5089,34,4,1,1,293,2,21,8,162,3,0,3,1,0,0
5090,33,4,1,1,609,2,21,8,239,2,0,3,1,0,0
5091,46,4,2,2,-867,2,21,8,222,5,0,3,1,1,0
5092,27,1,2,1,-208,2,21,8,127,2,0,3,1,0,0
5093,35,7,1,1,1317,2,21,8,69,4,0,3,1,0,0
5094,32,0,0,1,335,2,21,8,501,2,0,3,1,0,0
5095,33,1,2,0,1390,2,21,8,192,1,0,3,1,0,0
5096,37,1,1,1,1818,2,21,8,273,1,0,3,1,0,0
5097,37,1,1,0,543,2,21,8,281,1,0,3,1,0,0
5098,31,1,1,1,3298,2,21,8,175,2,0,3,1,0,0
5099,40,10,2,1,1744,2,21,8,465,11,0,3,1,0,0
5100,34,1,2,1,89,2,21,8,175,2,0,3,1,1,0
5101,32,1,1,0,-175,2,21,8,116,1,0,3,1,0,0
5102,36,1,2,0,20,2,21,8,87,14,0,3,1,0,0
5103,33,1,1,1,263,2,21,8,206,3,0,3,1,0,0
5104,27,0,2,1,392,2,21,8,292,2,0,3,1,1,0
5105,31,1,1,1,1599,2,21,8,49,1,0,3,1,0,0
5106,32,9,2,1,644,2,21,8,198,1,0,3,1,1,0
5107,53,1,1,1,813,2,21,8,23,16,0,3,1,0,0
5108,39,4,1,2,2271,2,21,8,575,2,0,3,1,0,0
5109,33,7,1,1,881,2,21,8,67,5,0,3,1,0,0
5110,48,1,1,0,5366,2,21,8,248,3,0,3,1,0,0
5111,38,1,1,1,924,2,21,8,108,2,0,3,1,0,0
5112,33,1,1,0,240,2,21,8,373,3,0,3,1,0,0
5113,38,1,2,1,578,2,21,8,112,2,0,3,1,0,0
5114,30,1,1,0,1317,2,21,8,395,2,0,3,1,0,0
5115,39,1,1,0,2003,2,21,8,229,2,0,3,1,0,0
5116,33,9,1,1,946,2,21,8,163,2,0,3,1,0,0
5117,46,1,2,1,0,2,21,8,27,10,0,3,0,0,0
5118,32,1,1,1,920,2,21,8,135,2,0,3,1,0,0
5119,33,6,1,2,1545,2,21,8,357,2,0,3,1,0,0
5120,28,7,2,1,-427,2,21,8,965,2,0,3,1,1,0
5121,38,0,1,1,3732,2,21,8,379,2,0,3,1,0,0
5122,33,9,2,2,8874,2,21,8,152,3,0,3,0,1,0
5123,37,9,2,1,7867,2,21,8,36,2,0,3,1,0,0
5124,32,4,2,2,1756,2,21,8,206,3,0,3,1,0,0
5125,31,4,1,2,4924,2,21,8,389,2,0,3,1,0,0
5126,32,9,1,1,4174,2,21,8,314,2,0,3,1,0,0
5127,34,1,1,1,360,2,21,8,66,2,0,3,1,0,0
5128,32,7,1,1,255,2,21,8,86,2,0,3,1,1,0
5129,34,9,0,0,3744,2,21,8,489,2,0,3,1,0,0
5130,37,4,1,2,2205,2,21,8,85,4,0,3,0,0,0
5131,31,9,1,1,510,2,21,8,117,3,0,3,1,0,0
5132,30,1,1,3,198,2,21,8,149,3,0,3,1,0,0
5133,31,4,2,2,24870,2,21,8,634,2,0,3,1,0,0
5134,32,1,1,1,43,2,21,8,173,2,0,3,1,0,0
